YYYYMM,issue_amt,issue_share_distress,issue_share_high,issue_share_low,issue_share_mid,issue_share_top,tenor_share_long,tenor_share_main,tenor_share_mid,tenor_share_short,tenor_share_ultra,tenor_share_xlong
202310,21808900000000,0.0,0.0723099285154226,0.0016965550761386,0.0035765215118598,0.9224169948965788,0.1086162071447895,0.6118144427275103,0.0945989939886926,0.1643365781859699,0.0132973235697352,0.0073364543833022
202311,24823300000000,0.0,0.0739547119037356,0.0010071183122308,0.0009869759459862,0.9240511938380472,0.2731385432235037,0.4151744530340446,0.1335882014075485,0.1681887581425515,0.00104740304472,0.0088626411476314
202312,16185500000000,0.0,0.0821414228785023,0.0012356739056562,0.0061165858329986,0.9105063173828428,0.1874826233357017,0.3848506379166538,0.1934756417781347,0.1965030428469927,0.0160637607735318,0.0216242933489852
202401,20897100000000,0.0,0.1061199879409104,0.001435605897469,0.006532006833484,0.8859123993281365,0.1677792612372051,0.5641213374104541,0.1184614133061525,0.1290609701824655,0.0205770178637227,0.0
202402,18967600000000,0.0,0.125614205276366,0.0013180370737468,0.0103334106581749,0.8627343469917121,0.1525232501739808,0.5303043083995866,0.1174634640123157,0.1862649992618992,0.0028996815622429,0.0105442965899744
202403,18264100000000,0.0,0.1350846743064262,0.0017739718902108,0.0126094359973937,0.850531917805969,0.3277139306070378,0.3970302396504618,0.1385942915336644,0.118319544899557,0.0150568601792587,0.00328513313002
202404,19721500000000,0.0,0.1143675683898283,0.0010141216438911,0.0105468650964683,0.8740714448698121,0.118368278274979,0.6484090966711457,0.0894708820322997,0.1260046142534797,0.0167330071242045,0.0010141216438911
202405,19826000000000,0.0,0.1252547160294562,0.0005043881771411,0.0141077373146373,0.8601331584787653,0.2326490467063452,0.5464844144053264,0.0777716130333905,0.1337637445778271,0.0060526581256935,0.0032785231514173
202406,18367250000000,0.0,0.1305366889436361,0.0007077815132913,0.0198750493405381,0.8488804802025344,0.3778301052144442,0.3796975595148974,0.1014577576937211,0.1099810804557024,0.0209612217397814,0.0100722753814534
202407,21570000000000,0.0,0.114394993045897,0.0010199350950394,0.0226240148354195,0.8619610570236439,0.2240843764487714,0.5631200741770979,0.0665275846082522,0.122160407974038,0.0231803430690774,0.000927213722763
202408,20414700000000,0.0,0.1054632201305921,0.000979686206508,0.0118395078056498,0.8817175858572499,0.2187149456029233,0.5707651839115931,0.0552396067539567,0.142544343046922,0.0127359206846047,0.0
202409,20111800000000,0.0,0.1415586869400053,0.0007458308057956,0.0148370608299605,0.8428584214242385,0.2901729333028371,0.4080191728239143,0.1119690927714078,0.1617458407502063,0.0171541085332988,0.0109388518183355
202410,22366400000000,0.0,0.1090922097431862,0.0008941984405179,0.0059643035982545,0.8840492882180413,0.1632806352385721,0.5696267615709278,0.109355998283139,0.1447707275198512,0.0062593890836254,0.0067064883038843
202411,25273000000000,0.0,0.0847940489850829,0.0007122225299726,0.0069243857080678,0.9075693427768764,0.3054049776441261,0.4403909310331183,0.095536738812171,0.1369049974280853,0.0055395085664543,0.0162228465160447
202412,15855200000000,0.0,0.1287905545183914,0.0014127857106816,0.0097002876028053,0.8600963721681215,0.1843180786114334,0.5740072657550835,0.0775644583480498,0.1392603057671931,0.0204349361723598,0.0044149553458802
202501,22938500000000,0.0,0.1098415327942106,0.0013950345489025,0.0186803845063975,0.8700830481504893,0.1346644287987444,0.5489460949931338,0.1459336922640974,0.1656603526821718,0.0047954312618523,0.0
