분기,event_flag,overheat_flag,q_val,S1_Delta,S1_Accel,S2_Delta,S3_Delta,3M_ratio,S4_Accel,Issuance_QoQ,Success_Rate,y_regime
2020/Q2,0,0,2020.5,-8.92512797761897,44.478076657615645,-8.341179450406209,746829.4000000022,53.70708238153007,-0.4377651504879709,-11.049650358096109,87.1907671418873,0
2020/Q3,0,0,2020.75,18.828808714556416,27.753936692175387,-17.56675071748476,432610.19999999925,36.14033166404531,0.0676587574845591,-4.28377460964019,106.01957585644372,0
2020/Q4,0,0,2021.0,8.099035119081009,-10.729773595475407,1.14784858173293,698376.3999999985,37.28818024577824,-0.1434307835865543,-18.626852968295626,114.11861097552472,1
2021/Q1,0,0,2021.25,-19.574523958630508,-27.67355907771152,12.899090245360703,738018.0,50.18727049113895,0.3914843444796929,20.521581479673667,94.54408701689422,2
2021/Q2,0,0,2021.5,-2.7831309372529347,16.791393021377573,-38.4417641161183,733089.3000000007,11.745506375020645,-0.0003659536534827,20.484986114325388,91.76095607964128,0
2021/Q3,0,0,2021.75,8.001643397609769,10.784774334862703,32.160920597441724,507052.69999999925,43.90642697246237,-0.1783067661295381,2.6543095013715767,99.76259947725106,0
2021/Q4,0,0,2022.0,9.665897184770245,1.664253787160476,-10.721198822992868,317812.0,33.1852281494695,-0.065708333963774,-3.91652389500583,109.4284966620213,0
2022/Q1,0,0,2022.25,-30.392454747048504,-40.05835193181875,22.99994442743641,536370.0,56.18517257690592,0.1675846132235838,12.841937427352557,79.0360419149728,2
2022/Q2,0,0,2022.5,-21.78143280851184,8.611021938536666,-7.422818960340706,-6211.199999999255,48.762353616565214,-0.1101476388361741,1.8271735437351388,57.25460910646096,2
2022/Q3,1,0,2022.75,-9.259331374345052,12.522101434166784,-0.6229726600980356,586265.5,48.13938095646718,0.0449661055782673,6.323784101561869,47.99527773211591,2
2022/Q4,0,0,2023.0,-15.299550553549658,-6.040219179204605,2.2545373811361955,-496550.3000000008,50.393918337603374,0.3458759367488757,40.91137777644944,32.69572717856625,1
2023/Q1,0,0,2023.25,0.5131044212763101,15.812654974825968,11.330797799227206,601635.700000003,61.72471613683058,-0.1607407870015942,24.83729907629002,33.20883159984256,0
2023/Q2,0,0,2023.5,-10.319168817329556,-10.832273238605865,-6.725653928092633,238627.5,54.999062208737946,-0.3271007510626104,-7.872776029971018,22.889662782513007,1
2023/Q3,0,0,2023.75,3.5380838245595,13.857252641889056,-3.5395350368052405,75802.39999999851,51.45952717193271,0.2099939165244481,13.126615622473793,26.427746607072507,1
2023/Q4,0,0,2024.0,-5.745172525687366,-9.283256350246866,-1.459042824713876,309324.5,50.00048434721883,-0.1746467211013155,-4.338056487657759,20.68257408138514,2
2024/Q1,1,0,2024.25,-0.7734992903728717,4.971673235314494,8.427993581659067,669191.8000000007,58.428477928877896,0.1166993370839516,7.331877220737404,19.90907479101227,2
2024/Q2,0,0,2024.5,-4.359641143084264,-3.5861418527113926,-4.695183627437679,476231.8999999985,53.73329430144022,-0.1012155578054138,-2.7896785598039764,15.549433647928003,0
2024/Q3,0,0,2024.75,-1.7120256563402023,2.647615486744062,10.28516967728563,7244.699999999255,64.01846397872585,0.0219977952590997,-0.5898990338940036,13.837407991587805,1
2024/Q4,0,0,2025.0,-3.163503046039235,-1.4514773896990327,-13.40775717395315,362717.200000003,50.6107068047727,0.0056580159260412,-0.024097441289883115,10.673904945548568,0
2025/Q1,0,0,2025.25,5.821937634055953,8.985440680095188,4.444009696018163,582160.0,55.05471650079086,0.1073936137187252,10.71526393058264,16.49584257960452,0
2025/Q2,0,0,2025.5,-4.140066839867574,-9.962004473923528,-6.248080407333063,786798.8999999985,48.8066360934578,-0.1204103696833215,-1.3257730377495114,12.355775739736949,1
