YYYYMM,balance_total_amt,bal_share_top,bal_share_high_mid,bal_share_low,bal_share_distress,bal_amt_top,bal_amt_high_mid,bal_amt_low,bal_amt_distress
202012,132155100000000.0,0.9460482418007328,0.0539517581992673,0.0,0.0,125025100000000.02,7129999999999.99,0.0,0.0
202101,132405700000000.0,0.9426678760808636,0.0573321239191364,0.0,0.0,124814600000000.0,7591099999999.998,0.0,0.0
202102,134777200000000.0,0.9446568113894634,0.0553431886105365,0.0,0.0,127318200000000.0,7459000000000.0,0.0,0.0
202103,134463000000000.0,0.9471006894089824,0.0528993105910176,0.0,0.0,127350000000000.0,7113000000000.0,0.0,0.0
202104,138720700000000.0,0.9490508626326136,0.0509491373673864,0.0,0.0,131653000000000.0,7067699999999.998,0.0,0.0
202105,141832200000000.0,0.9475217898333382,0.0524782101666617,0.0,0.0,134389100000000.0,7443099999999.996,0.0,0.0
202106,142664200000000.0,0.9430950441666516,0.0569049558333485,0.0,0.0,134545900000000.02,8118299999999.997,0.0,0.0
202107,141947500000000.0,0.9422934535655788,0.0577065464344211,0.0,0.0,133756200000000.0,8191299999999.989,0.0,0.0
202108,149643300000000.0,0.9421196939655836,0.0578803060344165,0.0,0.0,140981900000000.0,8661399999999.998,0.0,0.0
202109,145478500000000.0,0.9392102613100904,0.0607897386899095,0.0,0.0,136634900000000.0,8843600000000.0,0.0,0.0
202110,151279100000000.0,0.9422292967105173,0.0577707032894828,0.0,0.0,142539600000000.0,8739499999999.997,0.0,0.0
202111,149608400000000.0,0.9430479839367308,0.0569319637132674,2.005235000173787e-05,0.0,141087900000000.0,8517499999999.994,3000000000.0,0.0
202112,156668400000000.0,0.9451376282645384,0.0548432230111496,1.914872431198633e-05,0.0,148073200000000.0,8592199999999.99,2999999999.9999995,0.0
202201,156369500000000.0,0.9449406693760612,0.0550401452968769,1.9185327061863086e-05,0.0,147759900000000.0,8606599999999.992,3000000000.0,0.0
202202,147506300000000.0,0.9439129040590132,0.0560667578266148,2.0338114372064107e-05,0.0,139233100000000.02,8270199999999.99,3000000000.0,0.0
202203,134780400000000.0,0.9418973381886389,0.0580804033820941,2.2258429267163475e-05,0.0,126949300000000.02,7828099999999.996,3000000000.0,0.0
202204,133214500000000.0,0.9434453456643234,0.0565321342646633,2.25200710132906e-05,0.0,125680600000000.0,7530899999999.989,3000000000.0000005,0.0
202205,134379500000000.0,0.9438485780941288,0.056129097072098,2.2324833773008533e-05,0.0,126833899999999.98,7542599999999.993,3000000000.0,0.0
202206,125081500000000.0,0.9431090928714478,0.0568669227663563,2.3984362195848308e-05,0.0,117965500000000.0,7112999999999.995,3000000000.0,0.0
202207,127995600000000.0,0.9483365053173702,0.0516400563769379,2.343830569175816e-05,0.0,121382900000000.0,6609699999999.993,3000000000.000001,0.0
202208,122777800000000.0,0.9540112300432164,0.0459643355720659,2.4434384717758424e-05,0.0,117131400000000.02,5643399999999.992,3000000000.0,0.0
202209,125429100000000.0,0.9528020212215508,0.0471740608837981,2.3917894651241218e-05,0.0,119509100000000.02,5917000000000.0,3000000000.0,0.0
202210,121598400000000.0,0.9458191884103738,0.0541544954538875,2.4671377254963883e-05,1.6447584836642589e-06,115010100000000.0,6585099999999.994,3000000000.0,200000000.00000003
202211,112431100000000.0,0.9402852057838088,0.0597130153489559,0.0,1.7788672351333394e-06,105717299999999.98,6713599999999.996,0.0,200000000.0
202212,98780500000000.0,0.9335708970900128,0.0664270782188792,0.0,2.0246911080628263e-06,92218600000000.02,6561699999999.996,0.0,200000000.00000003
202301,97829400000000.0,0.9362471813176816,0.0637528186823184,0.0,0.0,91592500000000.0,6236900000000.0,0.0,0.0
202302,95347400000000.0,0.9434216349895224,0.0565783650104774,0.0,0.0,89952799999999.98,5394599999999.993,0.0,0.0
202303,83742500000000.0,0.9437609338149684,0.0562390661850314,0.0,0.0,79032899999999.98,4709599999999.992,0.0,0.0
202304,83790500000000.0,0.9470584374123558,0.0529415625876441,0.0,0.0,79354500000000.0,4435999999999.993,0.0,0.0
202305,83728900000000.0,0.9552006535377868,0.0447993464622131,0.0,0.0,79977900000000.0,3750999999999.994,0.0,0.0
202306,82227200000000.0,0.9531444582814446,0.0468555417185554,0.0,0.0,78374400000000.0,3852799999999.999,0.0,0.0
202307,85154200000000.0,0.9545870902433468,0.0454129097566532,0.0,0.0,81287100000000.0,3867099999999.998,0.0,0.0
202308,84890800000000.0,0.955780838441857,0.0442191615581429,0.0,0.0,81137000000000.0,3753799999999.997,0.0,0.0
202309,78137900000000.0,0.9564590294850516,0.0435409705149485,0.0,0.0,74735700000000.02,3402199999999.994,0.0,0.0
202310,81970900000000.0,0.954647319963548,0.0453526800364519,0.0,0.0,78253300000000.0,3717599999999.995,0.0,0.0
202311,83912000000000.0,0.9554664410334636,0.0445335589665363,0.0,0.0,80175100000000.0,3736899999999.994,0.0,0.0
202312,83445500000000.0,0.9549706095595328,0.0450293904404671,0.0,0.0,79688000000000.0,3757499999999.9976,0.0,0.0
202401,85292100000000.0,0.9563042767149595,0.0436957232850404,0.0,0.0,81565200000000.0,3726899999999.994,0.0,0.0
202402,86148600000000.0,0.9590196474463892,0.0409803525536108,0.0,0.0,82618200000000.0,3530399999999.996,0.0,0.0
202403,74805700000000.0,0.9549419362428264,0.0450580637571735,0.0,0.0,71435100000000.0,3370599999999.9937,0.0,0.0
202404,74409300000000.0,0.9544223638711828,0.0455776361288172,0.0,0.0,71017900000000.0,3391399999999.9976,0.0,0.0
202405,77181600000000.0,0.9570001140168124,0.0429998859831877,0.0,0.0,73862800000000.0,3318799999999.9995,0.0,0.0
202406,73372600000000.0,0.9487397202770516,0.0512602797229483,0.0,0.0,69611499999999.99,3761099999999.996,0.0,0.0
202407,76613800000000.0,0.9415131477618914,0.0584868522381085,0.0,0.0,72132900000000.0,4480899999999.997,0.0,0.0
202408,80548100000000.0,0.9428428479380644,0.0571571520619356,0.0,0.0,75944200000000.0,4603899999999.995,0.0,0.0
202409,86355400000000.0,0.942388084589962,0.057611915410038,0.0,0.0,81380300000000.02,4975099999999.996,0.0,0.0
202410,92209300000000.0,0.9421565937492206,0.0578434062507794,0.0,0.0,86875600000000.0,5333699999999.992,0.0,0.0
202411,94042500000000.0,0.9381067070739292,0.0618932929260706,0.0,0.0,88221899999999.98,5820599999999.994,0.0,0.0
202412,89775400000000.0,0.9313631573905546,0.0686368426094453,0.0,0.0,83613500000000.0,6161899999999.996,0.0,0.0
202501,95677900000000.0,0.934474941444158,0.065525058555842,0.0,0.0,89408600000000.0,6269299999999.995,0.0,0.0
202502,96710600000000.0,0.9316434806525862,0.0683565193474138,0.0,0.0,90099800000000.0,6610799999999.997,0.0,0.0
202503,91904900000000.0,0.9331831055797896,0.0668168944202104,0.0,0.0,85764100000000.0,6140799999999.994,0.0,0.0
202504,99169600000000.0,0.9456335409238316,0.0543664590761685,0.0,0.0,93778100000000.0,5391500000000.0,0.0,0.0
202505,108395200000000.0,0.9496859639541234,0.0503140360458765,0.0,0.0,102941400000000.0,5453799999999.993,0.0,0.0
202506,106887100000000.0,0.9459102174163204,0.0540897825836794,0.0,0.0,101105599999999.98,5781499999999.998,0.0,0.0
202507,112752200000000.0,0.9463504924959336,0.0536495075040664,0.0,0.0,106703100000000.0,6049099999999.995,0.0,0.0
202508,114292300000000.0,0.9483351021897364,0.0516648978102636,0.0,0.0,108387400000000.0,5904899999999.99,0.0,0.0
202509,115661300000000.0,0.9471240596465716,0.0528759403534285,0.0,0.0,109545600000000.02,6115700000000.0,0.0,0.0
202510,120394800000000.0,0.9554889413828505,0.0445110586171495,0.0,0.0,115035900000000.0,5358899999999.99,0.0,0.0
202511,119961800000000.0,0.9528808337320712,0.0471191662679286,0.0,0.0,114309299999999.98,5652499999999.997,0.0,0.0
202512,113695500000000.0,0.9512935868174204,0.0487064131825797,0.0,0.0,108157800000000.02,5537699999999.99,0.0,0.0
202601,118534100000000.0,0.9553934268704112,0.0446065731295888,,,113246700000000.0,5287400000000.0,,
202602,118701600000000.0,0.9583341757819608,0.0416658242180391,,,113755800000000.0,4945800000000.0,,
202603,100469500000000.0,0.9485585177591209,0.05144148224087907,,,95301200000000.0,5168300000000.0,,
