플랜번호,발행인,종목코드,종목명,PF여부,발행일,만기일,기초자산,통화,환율,발행금액,원화환산발행금액,잔존일물,보증,한국신용평가,한국기업평가,NICE신용평가,서울신용평가,실질자금조달자,신용보강 유형,신용보강기관 유형,신용보강기관
69286,그린무브제일차,KRZS49953006,그린무브제일차 20260320-92-1(단),N,20260320,20260620,주식,KRW,,28500000000,28500000000,59,N,,A1,A1,,롯데케미칼,외부 신용보강,금융기관,삼성증권
73124,뉴스타도안제일차,KRZS0147G006,뉴스타도안제일차 20260320-24-1(단),Y,20260320,20260413,PF대출채권,KRW,,42350000000,42350000000,0,N,A1,,A1,,(주)에이치엠도안,외부 신용보강,금융기관,케이비증권
66053,더모스트송파제일차,KRZS43536016,더모스트송파제일차 20260320-92-1(단),N,20260320,20260620,대출채권,KRW,,6000000000,6000000000,59,N,A1,,A1,,우리은행,외부 신용보강,금융기관,한화투자증권
72678,더에이치본리제일차,KRZS39239029,더에이치본리제일차 20260320-61-1(단),Y,20260320,20260520,PF대출채권,KRW,,22500000000,22500000000,28,N,,A1,A1,,에스앤비본리 주식회사,외부 신용보강,금융기관,현대차증권
73694,더프로즌제일차,KRZS0154Y004,더프로즌제일차 20260320-11-2(단),Y,20260320,20260331,PF대출채권,KRW,,6800000000,6800000000,0,N,A1,,A1,,(주)정원주택개발,외부 신용보강,금융기관,현대차증권
74239,드림동대문제일차,KRZS0178V001,드림동대문제일차 20260320-31-1(단),N,20260320,20260420,기타,KRW,,34000000000,34000000000,0,N,A1,,A1,,파인트리자산운용파인트리일반사모부동산투자신탁제1호,외부 신용보강,금융기관,교보증권
74240,디비닉스제사십팔차,KRZS0075P007,디비닉스제사십팔차 20260320-91-1(단),Y,20260320,20260619,PF대출채권,KRW,,5000000000,5000000000,58,N,A2,,A2,,은행1구역 재개발정비사업조합,외부 신용보강,일반기업,롯데건설
74222,디알제십팔차,KRZS0016F026,디알제십팔차 20260320-52-3(단),N,20260320,20260511,매출채권,KRW,,51000000000,51000000000,19,N,,A2+,A2+,,SK인천석유화학,자체 신용보강,자체 신용보강,SK인천석유화학
74220,디알제팔차,KRZS48285057,디알제팔차 20260320-31-3(단),N,20260320,20260420,수익증권,KRW,,109800000000,109800000000,0,N,,A1,A1,,SK에너지,자체 신용보강,자체 신용보강,SK에너지
74195,디에스유니버스업성,KRZS0171Z001,디에스유니버스업성 20260320-11-1(단),Y,20260320,20260331,PF대출채권,KRW,,192000000000,192000000000,0,N,A1,,A1,,디에스디삼호,외부 신용보강,금융기관,대신증권
