플랜번호,발행인,종목코드,종목명,PF여부,발행일,만기일,기초자산,통화,환율,발행금액,원화환산발행금액,잔존일물,한국신용평가,한국기업평가,NICE신용평가,서울신용평가,실질자금조달자,신용보강 유형,신용보강기관 유형,신용보강기관
72129,내촌하나제이차,KRZF0108R1G1,내촌하나제이차 20260116-90-1,N,20260116,20260416,대출채권,KRW,,5000000000,5000000000,35,A1,,A1,,이에스알켄달스퀘어에셋3호위탁관리부동산투자회사(주),차환발행위험(유동성 공여형 매입약정),금융기관,하나은행
72129,내촌하나제이차,KRZF0108RAG1,내촌하나제이차 20260116-90-10,N,20260116,20260416,대출채권,KRW,,4000000000,4000000000,35,A1,,A1,,이에스알켄달스퀘어에셋3호위탁관리부동산투자회사(주),차환발행위험(유동성 공여형 매입약정),금융기관,하나은행
72129,내촌하나제이차,KRZF0108R2G1,내촌하나제이차 20260116-90-2,N,20260116,20260416,대출채권,KRW,,5000000000,5000000000,35,A1,,A1,,이에스알켄달스퀘어에셋3호위탁관리부동산투자회사(주),차환발행위험(유동성 공여형 매입약정),금융기관,하나은행
72129,내촌하나제이차,KRZF0108R3G1,내촌하나제이차 20260116-90-3,N,20260116,20260416,대출채권,KRW,,5000000000,5000000000,35,A1,,A1,,이에스알켄달스퀘어에셋3호위탁관리부동산투자회사(주),차환발행위험(유동성 공여형 매입약정),금융기관,하나은행
72129,내촌하나제이차,KRZF0108R4G1,내촌하나제이차 20260116-90-4,N,20260116,20260416,대출채권,KRW,,5000000000,5000000000,35,A1,,A1,,이에스알켄달스퀘어에셋3호위탁관리부동산투자회사(주),차환발행위험(유동성 공여형 매입약정),금융기관,하나은행
72129,내촌하나제이차,KRZF0108R5G1,내촌하나제이차 20260116-90-5,N,20260116,20260416,대출채권,KRW,,5000000000,5000000000,35,A1,,A1,,이에스알켄달스퀘어에셋3호위탁관리부동산투자회사(주),차환발행위험(유동성 공여형 매입약정),금융기관,하나은행
72129,내촌하나제이차,KRZF0108R6G1,내촌하나제이차 20260116-90-6,N,20260116,20260416,대출채권,KRW,,5000000000,5000000000,35,A1,,A1,,이에스알켄달스퀘어에셋3호위탁관리부동산투자회사(주),차환발행위험(유동성 공여형 매입약정),금융기관,하나은행
72129,내촌하나제이차,KRZF0108R7G1,내촌하나제이차 20260116-90-7,N,20260116,20260416,대출채권,KRW,,5000000000,5000000000,35,A1,,A1,,이에스알켄달스퀘어에셋3호위탁관리부동산투자회사(주),차환발행위험(유동성 공여형 매입약정),금융기관,하나은행
72129,내촌하나제이차,KRZF0108R8G1,내촌하나제이차 20260116-90-8,N,20260116,20260416,대출채권,KRW,,5000000000,5000000000,35,A1,,A1,,이에스알켄달스퀘어에셋3호위탁관리부동산투자회사(주),차환발행위험(유동성 공여형 매입약정),금융기관,하나은행
72129,내촌하나제이차,KRZF0108R9G1,내촌하나제이차 20260116-90-9,N,20260116,20260416,대출채권,KRW,,5000000000,5000000000,35,A1,,A1,,이에스알켄달스퀘어에셋3호위탁관리부동산투자회사(주),차환발행위험(유동성 공여형 매입약정),금융기관,하나은행
73428,농협베스트제2차,KRZF0079N1G1,농협베스트제2차 20260116-245-1,N,20260116,20260918,정기예금,KRW,,5000000000,5000000000,190,,A1,A1,,농협은행,자체 신용보강,자체 신용보강,농협은행
