YYYYMM,abcp_denom_prev_balance_total_amt,abcp_bucket_issue_amt_ultra,abcp_rollover_ultra,abcp_bucket_issue_amt_short,abcp_rollover_short,abcp_bucket_issue_amt_main,abcp_rollover_main,abcp_bucket_issue_amt_mid,abcp_rollover_mid,abcp_bucket_issue_amt_long,abcp_rollover_long,abcp_bucket_issue_amt_ultra_long,abcp_rollover_ultra_long
201807,94007300000000.0,643472329525.4874,0.006844918740624264,1506084905941.1924,0.016020935671391397,5177343493394.4,0.05507384525876608,4240725245081.9365,0.0451105950823174,5368642026056.9795,0.0571087779997615,0.0,0.0
201808,96205800000000.0,352263668875.6147,0.003661563740186295,1574250927092.4321,0.016363368186662678,3757258673732.506,0.039054388339710346,5560885898656.805,0.05780198177923581,6086012731642.641,0.06326035157591996,0.0,0.0
201809,97397400000000.0,337754631496.65826,0.0034677992584674568,1660993418073.9424,0.017053775748366407,2042580728284.2607,0.02097161452240266,4178824233751.1343,0.04290488487116837,4918535059985.002,0.05049965461074938,0.0,0.0
201810,98734200000000.0,535515471596.85443,0.0054238092940121505,3707650940991.1836,0.0375518406083321,3894644324863.0947,0.03944574752074858,5185627494567.466,0.052521086863188904,9955214117981.398,0.10082842741402066,0.0,0.0
201811,104794100000000.0,460663917202.51587,0.00439589554376168,1868685281661.682,0.01783197032716233,4036396014962.8643,0.03851739759168564,3634629613542.9565,0.034683532885371945,8948730812629.979,0.08539346024852523,0.0,0.0
201812,101521300000000.0,549302070572.16516,0.005410707610837974,1754807682760.4165,0.017285118322563013,4749244608979.83,0.046780770232255006,3244743763768.378,0.03196121172373066,10383864383320.207,0.10228261836009002,0.0,0.0
201901,106839500000000.0,153593083287.16318,0.0014376057851933337,677831491621.5424,0.00634439033898083,2760226531312.1113,0.02583526253222929,2520626971359.532,0.023592650390160307,5314871142419.647,0.049746312388392375,0.0,0.0
201902,103003000000000.0,140377177488.5398,0.0013628455238055182,1048902665807.4545,0.010183224428487079,2897367856493.2666,0.02812896572423392,3021706317691.7026,0.029336100091178922,5539945982519.034,0.05378431679192872,0.0,0.0
201903,105173000000000.0,289183048443.93884,0.002749593987467685,1480423545088.5835,0.014076079840725125,3150632055241.1274,0.02995666240614157,3005085793336.466,0.028572787629300923,5176653929480.88,0.049220369576610724,0.0,0.0
201904,106847300000000.0,399360404802.1241,0.0037376742772360565,1728866876532.4854,0.016180725919442845,4763354088159.783,0.044580949524787084,4217175126740.838,0.03946917822669209,6304567319764.768,0.059005396671369024,0.0,0.0
201905,107506200000000.0,347398574090.1674,0.0032314282719523844,1936033792833.0254,0.018008578043247975,5709610233462.508,0.05310959026979382,4542677081512.475,0.04225502418941861,7176613318101.822,0.06675534358113135,0.0,0.0
201906,110318500000000.0,565341226624.6073,0.005124627570394878,1990300356266.3691,0.018041401544313683,5838717926095.603,0.05292600902020606,4067028844273.7896,0.03686624495686389,6032537809690.627,0.05468292090348062,0.0,0.0
201907,113961300000000.0,565902467442.1866,0.004965742470840423,1840888703598.8032,0.016153630255172618,5475256523935.444,0.04804487597048686,6472573672346.974,0.056796242867947044,9080610411014.588,0.07968152707116001,0.0,0.0
201908,116068700000000.0,503100764577.05817,0.00433450848141711,3145843785732.3037,0.027103291289833555,4629859994586.08,0.03988896226619304,5521737747321.524,0.047573012770208714,9331506816405.031,0.08039641019848616,0.0,0.0
201909,122900600000000.0,353522686361.3763,0.002876492762129528,2260617486517.5703,0.018393868593949664,3592822360818.4375,0.029233562414003166,5549336105032.756,0.045153043231951316,9573400025632.86,0.07789547020627124,0.0,0.0
201910,123280200000000.0,524921035173.3351,0.004257950872673269,2267335465385.3086,0.018391724424403177,3933018847417.347,0.031903086200520014,4854075698855.701,0.03937433341976815,10977949883544.307,0.08904876763295572,0.0,0.0
201911,127314500000000.0,1215492693148.445,0.00954716621554061,2796950704498.56,0.021968830765533857,4889545279724.681,0.03840525061736629,4865726402710.417,0.038218163702566615,15124693627756.639,0.11879788734006448,8496292161.253209,6.673467799231988e-05
201912,136063800000000.0,188761556815.13852,0.0013873018158770997,1288920215253.375,0.009472910614383656,3752383254003.5454,0.027578115957393116,3666538539023.3716,0.02694720079127124,9272400218058.145,0.0681474441993987,5546019797.421275,4.0760435894200186e-05
202001,131081800000000.0,299906941400.9876,0.0022879373139595856,1148300314253.0051,0.008760181155988133,3326781671067.8364,0.02537943231682687,2949616615764.9272,0.022502106438612585,6475688201513.241,0.049401886467177296,0.0,0.0
