플랜번호,발행인,종목코드,종목명,PF여부,발행일,만기일,기초자산,통화,환율,발행금액,원화환산발행금액,잔존일물,보증,한국신용평가,한국기업평가,NICE신용평가,서울신용평가,실질자금조달자,신용보강 유형,신용보강기관 유형,신용보강기관
72901,글로리서정제이차,KRZS0143H002,글로리서정제이차 20260109-31-1(단),Y,20260109,20260209,PF대출채권,KRW,,7700000000,7700000000,0,N,,A1,A1,,(주)고덕어반브릿지피에프브이,외부 신용보강,금융기관,한국투자증권
72900,글로리서정제일차,KRZS0143G002,글로리서정제일차 20260109-31-1(단),Y,20260109,20260209,PF대출채권,KRW,,3000000000,3000000000,0,N,,A1,A1,,(주)고덕어반브릿지피에프브이,외부 신용보강,금융기관,한국투자증권
70785,글로리홍문제일차,KRZS0075R006,글로리홍문제일차 20260109-87-1(단),Y,20260109,20260406,PF대출채권,KRW,,12000000000,12000000000,25,N,A1,A1,,,(주)지앤티디벨롭먼트,외부 신용보강,금융기관,한국투자증권
73355,네오라온,KRZS44051023,네오라온 20260109-90-1(단),N,20260109,20260409,수익증권,KRW,,48300000000,48300000000,28,N,A1,A1,,,마일스톤자산운용,외부 신용보강,금융기관,메리츠증권
73354,네오아이디티,KRZS44052023,네오아이디티 20260109-90-1(단),N,20260109,20260409,수익증권,KRW,,48300000000,48300000000,28,N,A1,A1,,,마일스톤자산운용,외부 신용보강,금융기관,메리츠증권
70838,두교로지스제일차,KRZS40882024,두교로지스제일차 20260109-90-1(단),Y,20260109,20260409,PF대출채권,KRW,,6400000000,6400000000,28,N,A1,,A1,,뉴오케이개발(주),외부 신용보강,금융기관,(주)아이엠증권
70325,리치게이트앙사나,KRZS48779008,리치게이트앙사나 20260109-31-1(단),Y,20260109,20260209,PF대출채권,KRW,,36000000000,36000000000,0,N,,A1,A1,,마스턴제51호여의도피에프브이 주식회사,외부 신용보강,금융기관,신한은행
71092,블랙호크제일차,KRZS0088F018,블랙호크제일차 20260109-19-1(단),Y,20260109,20260128,PF대출채권,KRW,,5500000000,5500000000,0,N,A1,,A1,,휴먼파크장전 지역주택조합,외부 신용보강,금융기관,한국투자증권
71092,블랙호크제일차,KRZS0088F019,블랙호크제일차 20260109-19-2(단),Y,20260109,20260128,PF대출채권,KRW,,5500000000,5500000000,0,N,A1,,A1,,휴먼파크장전 지역주택조합,외부 신용보강,금융기관,한국투자증권
73327,비에스에프플러스제일차,KRZS0100Y004,비에스에프플러스제일차 20260109-90-1(단),N,20260109,20260409,매출채권,KRW,,56530000000,56530000000,28,N,,A2,A2,,금호타이어,자체 신용보강,자체 신용보강,금호타이어
