YYYYMM,cp_denom_prev_balance_total_amt,cp_bucket_issue_amt_ultra,cp_rollover_ultra,cp_bucket_issue_amt_short,cp_rollover_short,cp_bucket_issue_amt_main,cp_rollover_main,cp_bucket_issue_amt_mid,cp_rollover_mid,cp_bucket_issue_amt_long,cp_rollover_long,cp_bucket_issue_amt_ultra_long,cp_rollover_ultra_long
201901,50583324224600.0,1021999999999.9994,0.020204286999053613,4497500000000.0,0.08891270134857503,6975400000000.0,0.13789920110880494,1453099999999.9988,0.028726858550219957,1599199999999.9998,0.031615162200476075,99999999999.9999,0.0019769361055825443
201902,53951224224600.0,1406500000000.0,0.026069844015859826,4285500000000.0,0.07943285924633295,5230500000000.0,0.0969486805012121,1124000000000.0,0.020833632899983252,2459500000000.0,0.04558747341415374,399999999999.99945,0.007414104234869475
201903,55702274224600.0,1462499999999.9995,0.026255660479911073,4205300000000.0,0.0754960198401163,4939100000000.0,0.08866962918039578,1068999999999.9989,0.01919131695933328,1641450000000.0,0.02946827616735046,299999999999.99994,0.005385776508699708
201904,53646624224600.0,1980299999999.9983,0.036913785883509874,4655999999999.999,0.08679017677807509,7701899999999.999,0.14356728147058775,1216899999999.9988,0.022683626744252467,2118299999999.999,0.03948617514368479,129999999999.99977,0.002423265245092299
201905,55903974224600.0,1783899999999.9998,0.03191007481566511,5409099999999.999,0.09675698508067387,5642299999999.999,0.10092842375269198,1320999999999.9993,0.023629804827340988,1506199999999.9995,0.026942628335307348,49999999999.999794,0.0008943907958872409
201906,56353624224600.0,1960699999999.9993,0.03479279331149205,5487699999999.999,0.09737971737413932,4576100000000.0,0.08120329549279279,539999999999.9997,0.009582347318919623,2053699999999.9985,0.03644308646086153,0.0,0.0
201907,53792824224600.0,2239999999999.9985,0.04164124178807522,7310499999999.999,0.13590102593380537,6336900000000.0,0.11780195762805984,1308499999999.9993,0.024324805749864477,941399999999.9985,0.017500475455041953,109999999999.99928,0.0020448824092358245
201908,52904074224600.0,1898899999999.9988,0.03589326583692536,5714300000000.0,0.10801247510239756,5630499999999.999,0.10642847611501835,883899999999.9998,0.016707597911031827,1159079999999.9998,0.02190908766457605,99999999999.99919,0.00189021358875797
201909,51572074224600.0,1568999999999.9995,0.030423441825645686,6317799999999.999,0.12250428347104166,5616000000000.0,0.10889614359007407,190699999999.9986,0.003697737639356655,1908000000000.0,0.036996766732525166,99999999999.99864,0.001939033895834626
201910,50437574224600.0,1344799999999.9988,0.026662662125889816,6534900000000.0,0.12956412159910582,5052900000000.0,0.10018126521111598,1231400000000.0,0.024414338297011264,1454099999999.9988,0.028829697350726043,619999999999.9994,0.012292423050306131
