YYYYMM,issue_share_distress,issue_share_high,issue_share_low,issue_share_mid,issue_share_top,issue_detail_a1,issue_detail_a2,issue_detail_a2+,issue_detail_a2-,issue_detail_a3,issue_detail_a3+,issue_detail_a3-,issue_detail_b,issue_detail_b+,issue_detail_b-,issue_detail_c,issue_detail_d
202306,0.0,0.1757049644552929,0.0013054071493084,0.0137355588899753,0.8092540695054232,0.8092540695054232,0.0156243451970027,0.1434873538479807,0.0165932654103093,0.0067824414931462,0.0060612243134506,0.0008918930833784,0.0013054071493084,0.0,0.0,0.0,0.0
202307,0.0,0.1285988258619015,0.0011957442286118,0.0227620311692162,0.8474433987402704,0.8474433987402704,0.0244858957654649,0.0904571844131595,0.013655745683277,0.0071090460316273,0.0121004117047566,0.0035525734328322,0.0011957442286118,0.0,0.0,0.0,0.0
202308,0.0,0.1368715105363694,0.0009172536197769,0.0188182831541943,0.8433929526896592,0.8433929526896592,0.0246718196432481,0.0961834448426891,0.0160162460504321,0.0111958671950351,0.0068548397082998,0.0007675762508593,0.0009172536197769,0.0,0.0,0.0,0.0
202309,0.0,0.2114459513653614,0.0011057226037683,0.0152700291580405,0.7721782968728297,0.7721782968728297,0.0203729389744313,0.171653759162249,0.0194192532286811,0.0119371969431821,0.002411396711718,0.0009214355031402,0.0011057226037683,0.0,0.0,0.0,0.0
202310,0.0,0.1408503116388246,0.0009887277894455,0.0194186892601149,0.8387422713116148,0.8387422713116148,0.0441640551416132,0.0927237977990516,0.0039624586981597,0.0062384194989789,0.0091008241871257,0.0040794455740101,0.0009887277894455,0.0,0.0,0.0,0.0
202311,3.692923064440766e-05,0.1545473530776202,0.0008789156893369,0.0212239674359539,0.8233128345664444,0.8233128345664444,0.0422743674878792,0.103450592388792,0.0088223932009489,0.0178401420320068,0.0026452407910589,0.0007385846128881,0.0008789156893369,0.0,0.0,3.692923064440766e-05,0.0
202312,0.0,0.1991066904611257,0.0012286065289392,0.0168516221631627,0.7828130808467723,0.7828130808467723,0.0377356409787692,0.1535088845676895,0.0078621649146669,0.0104793718824706,0.0054553797367076,0.0009168705439844,0.0012286065289392,0.0,0.0,0.0,0.0
202401,0.0,0.1308793041976564,0.0009114277428457,0.0201339547419575,0.8480753133175403,0.8480753133175403,0.0346703674028532,0.0888014367904487,0.0074075000043544,0.0084788575209447,0.0081684561858813,0.0034866410351314,0.0009114277428457,0.0,0.0,0.0,0.0
202402,0.0,0.1552859782235876,0.0009087131468196,0.0296150433209,0.8141902653086928,0.8141902653086928,0.0376379161486766,0.1092526987229874,0.0083953633519234,0.0158615470447114,0.0104788543056674,0.003274641970521,0.0009087131468196,0.0,0.0,0.0,0.0
202403,0.0,0.1784321677025303,0.0013087063452235,0.0211275147682785,0.7991316111839676,0.7991316111839676,0.0359441053339896,0.1355468318944045,0.0069412304741362,0.0132151594443298,0.0068949864336689,0.0010173688902797,0.0013087063452235,0.0,0.0,0.0,0.0
202404,0.0,0.1223465491852935,0.0009198819140808,0.0234448139013764,0.853288754999249,0.853288754999249,0.0461135901683738,0.0621822137018409,0.0140507453150787,0.0112248139643214,0.0108131217155195,0.0014068782215354,0.0009198819140808,0.0,0.0,0.0,0.0
