YYYYMM,balance_total_amt,bal_share_top,bal_share_high_mid,bal_share_low,bal_share_distress,bal_amt_top,bal_amt_high_mid,bal_amt_low,bal_amt_distress
202405,22539417795591.5,0.8098065336524146,0.1886716879098695,0.0015217784377158,0.0,18252567795591.5,4252549999999.998,34299999999.99893,0.0
202406,23094392396058.5,0.8031420388970304,0.1954550231323854,0.0014029379705841,0.0,18548077396058.5,4513915000000.0,32399999999.999184,0.0
202407,22325743735768.5,0.7915066122727861,0.2071250122606867,0.0013683754665272,0.0,17670973790768.5,4624219945000.0,30549999999.99893,0.0
202408,22879192108442.0,0.805712110640488,0.1929242048442494,0.0013636845152625,0.0,18434042163442.0,4413949944999.999,31199999999.998344,0.0
202409,24000618246922.0,0.8044598936278705,0.1941838913086206,0.0013562150635088,0.0,19307534801922.0,4660533444999.998,32549999999.999786,0.0
202410,22210030948128.0,0.808900426347324,0.1895619801175855,0.0015375935350904,0.0,17965703503128.0,4210177444999.9985,34149999999.99932,0.0
202411,24098151174628.0,0.8247798175718274,0.1737657140025241,0.0014544684256484,0.0,19875668729628.0,4187432444999.9995,35049999999.99833,0.0
202412,25381583753923.0,0.8246069871699029,0.171816797851551,0.0013533434451146,0.0022228715334313,20929831308923.0,4360982444999.999,34349999999.998917,56419999999.99779
202501,24580292630717.0,0.8238107428148356,0.1696899448132539,0.0014096658864304,0.00508964648548,20249509130717.0,4171028499999.999,34649999999.99831,125104999999.99872
202502,25656478834050.0,0.8203652562843723,0.1703910746395247,0.0014109496565817,0.0078327194195212,21047683834050.0,4371634999999.999,36199999999.9985,200959999999.99805
202503,27362072634457.0,0.8244493367088336,0.168978061778022,0.0012901069473643,0.0052824945657801,22558642634457.0,4623590000000.0,35299999999.999565,144539999999.99948
202504,25036276132694.5,0.8197777107072356,0.1757865257865864,0.0014059598885008,0.003029803617677,20524181132694.5,4401039999999.999,35199999999.998405,75854999999.99812
202505,25544523216028.0,0.8153281249328592,0.1832997609860289,0.0013721140811118,0.0,20827168216028.0,4682304999999.999,35049999999.9993,0.0
202506,28415662313362.5,0.8257228726401629,0.1730471718650618,0.0012299554947753,0.0,23463462313362.5,4917250000000.0,34949999999.99962,0.0
202507,25969050383571.0,0.8107757146519009,0.1879034823347667,0.0013208030133323,0.0,21055075383571.0,4879675000000.0,34299999999.9989,0.0
202508,27326549383571.0,0.8153434987648415,0.1834013116567545,0.0012551895784039,0.0,22280524383571.0,5011724999999.997,34299999999.997837,0.0
202509,28740456610845.0,0.8224434959716541,0.1763595849791537,0.0011969190491921,0.0,23637401610845.0,5068654999999.998,34399999999.9994,0.0
202510,26794250947457.0,0.8058863444177143,0.1928111373641635,0.0013025182181221,0.0,21593120947457.0,5166230000000.0,34899999999.99808,0.0
202511,26643487605790.5,0.816649754255959,0.1820459870631149,0.0013042586809261,0.0,21758397605790.5,4850339999999.999,34749999999.999214,0.0
202512,28988244293761.5,0.847995106038613,0.150807856995355,0.001197036966032,0.0,24581889293761.5,4371655000000.0,34699999999.9987,0.0
