플랜번호,발행인,종목코드,종목명,PF여부,발행일,만기일,기초자산,통화,환율,발행금액,원화환산발행금액,잔존일물,한국신용평가,한국기업평가,NICE신용평가,서울신용평가,실질자금조달자,신용보강 유형,신용보강기관 유형,신용보강기관
70406,나이스을지로제일차,KRZF0014Z1G3,나이스을지로제일차 20260313-185-1,Y,20260313,20260914,PF대출채권,KRW,,5000000000,5000000000,145,,A1,,,아이비투자을지로(주),외부 신용보강,일반기업,메리츠증권
70406,나이스을지로제일차,KRZF0014Z2G3,나이스을지로제일차 20260313-185-2,Y,20260313,20260914,PF대출채권,KRW,,5000000000,5000000000,145,,A1,,,아이비투자을지로(주),외부 신용보강,일반기업,메리츠증권
70406,나이스을지로제일차,KRZF0014Z3G3,나이스을지로제일차 20260313-185-3,Y,20260313,20260914,PF대출채권,KRW,,5000000000,5000000000,145,,A1,,,아이비투자을지로(주),외부 신용보강,일반기업,메리츠증권
70406,나이스을지로제일차,KRZF0014Z4G3,나이스을지로제일차 20260313-185-4,Y,20260313,20260914,PF대출채권,KRW,,5000000000,5000000000,145,,A1,,,아이비투자을지로(주),외부 신용보강,일반기업,메리츠증권
70406,나이스을지로제일차,KRZF0014Z5G3,나이스을지로제일차 20260313-185-5,Y,20260313,20260914,PF대출채권,KRW,,5000000000,5000000000,145,,A1,,,아이비투자을지로(주),외부 신용보강,일반기업,메리츠증권
70406,나이스을지로제일차,KRZF0014Z6G3,나이스을지로제일차 20260313-185-6,Y,20260313,20260914,PF대출채권,KRW,,5000000000,5000000000,145,,A1,,,아이비투자을지로(주),외부 신용보강,일반기업,메리츠증권
70406,나이스을지로제일차,KRZF0014Z7G3,나이스을지로제일차 20260313-185-7,Y,20260313,20260914,PF대출채권,KRW,,5000000000,5000000000,145,,A1,,,아이비투자을지로(주),외부 신용보강,일반기업,메리츠증권
70406,나이스을지로제일차,KRZF0014Z8G3,나이스을지로제일차 20260313-185-8,Y,20260313,20260914,PF대출채권,KRW,,5000000000,5000000000,145,,A1,,,아이비투자을지로(주),외부 신용보강,일반기업,메리츠증권
67125,드림플랜트제일차,KRZFA91861G3,드림플랜트제일차 20260313-94-1,Y,20260313,20260615,PF대출채권,KRW,,5000000000,5000000000,54,,A1,A1,,충주드림파크개발(주),외부 신용보강,금융기관,교보증권
67125,드림플랜트제일차,KRZFA91862G3,드림플랜트제일차 20260313-94-2,Y,20260313,20260615,PF대출채권,KRW,,5000000000,5000000000,54,,A1,A1,,충주드림파크개발(주),외부 신용보강,금융기관,교보증권
67125,드림플랜트제일차,KRZFA91863G3,드림플랜트제일차 20260313-94-3,Y,20260313,20260615,PF대출채권,KRW,,5000000000,5000000000,54,,A1,A1,,충주드림파크개발(주),외부 신용보강,금융기관,교보증권
67125,드림플랜트제일차,KRZFA91864G3,드림플랜트제일차 20260313-94-4,Y,20260313,20260615,PF대출채권,KRW,,1500000000,1500000000,54,,A1,A1,,충주드림파크개발(주),외부 신용보강,금융기관,교보증권
67125,드림플랜트제일차,KRZFA91865G3,드림플랜트제일차 20260313-94-5,Y,20260313,20260615,PF대출채권,KRW,,1000000000,1000000000,54,,A1,A1,,충주드림파크개발(주),외부 신용보강,금융기관,교보증권
74116,마이다스제일차,KRZF0162H1G3,마이다스제일차 20260313-132-1,,20260313,20260723,,KRW,,5000000000,5000000000,92,A1,,A1,,,,,
74116,마이다스제일차,KRZF0162HAG3,마이다스제일차 20260313-132-10,,20260313,20260723,,KRW,,5000000000,5000000000,92,A1,,A1,,,,,
74116,마이다스제일차,KRZF0162HBG3,마이다스제일차 20260313-132-11,,20260313,20260723,,KRW,,5000000000,5000000000,92,A1,,A1,,,,,
74116,마이다스제일차,KRZF0162HCG3,마이다스제일차 20260313-132-12,,20260313,20260723,,KRW,,5000000000,5000000000,92,A1,,A1,,,,,
74116,마이다스제일차,KRZF0162HDG3,마이다스제일차 20260313-132-13,,20260313,20260723,,KRW,,5000000000,5000000000,92,A1,,A1,,,,,
74116,마이다스제일차,KRZF0162HEG3,마이다스제일차 20260313-132-14,,20260313,20260723,,KRW,,5000000000,5000000000,92,A1,,A1,,,,,
74116,마이다스제일차,KRZF0162HFG3,마이다스제일차 20260313-132-15,,20260313,20260723,,KRW,,5000000000,5000000000,92,A1,,A1,,,,,
74116,마이다스제일차,KRZF0162HGG3,마이다스제일차 20260313-132-16,,20260313,20260723,,KRW,,5000000000,5000000000,92,A1,,A1,,,,,
74116,마이다스제일차,KRZF0162HHG3,마이다스제일차 20260313-132-17,,20260313,20260723,,KRW,,5000000000,5000000000,92,A1,,A1,,,,,
74116,마이다스제일차,KRZF0162HJG3,마이다스제일차 20260313-132-18,,20260313,20260723,,KRW,,5000000000,5000000000,92,A1,,A1,,,,,
74116,마이다스제일차,KRZF0162HKG3,마이다스제일차 20260313-132-19,,20260313,20260723,,KRW,,5000000000,5000000000,92,A1,,A1,,,,,
74116,마이다스제일차,KRZF0162H2G3,마이다스제일차 20260313-132-2,,20260313,20260723,,KRW,,5000000000,5000000000,92,A1,,A1,,,,,
74116,마이다스제일차,KRZF0162HLG3,마이다스제일차 20260313-132-20,,20260313,20260723,,KRW,,5000000000,5000000000,92,A1,,A1,,,,,
74116,마이다스제일차,KRZF0162HMG3,마이다스제일차 20260313-132-21,,20260313,20260723,,KRW,,5000000000,5000000000,92,A1,,A1,,,,,
74116,마이다스제일차,KRZF0162HNG3,마이다스제일차 20260313-132-22,,20260313,20260723,,KRW,,5000000000,5000000000,92,A1,,A1,,,,,
74116,마이다스제일차,KRZF0162HPG3,마이다스제일차 20260313-132-23,,20260313,20260723,,KRW,,5000000000,5000000000,92,A1,,A1,,,,,
74116,마이다스제일차,KRZF0162HQG3,마이다스제일차 20260313-132-24,,20260313,20260723,,KRW,,5000000000,5000000000,92,A1,,A1,,,,,
74116,마이다스제일차,KRZF0162HRG3,마이다스제일차 20260313-132-25,,20260313,20260723,,KRW,,5000000000,5000000000,92,A1,,A1,,,,,
74116,마이다스제일차,KRZF0162HSG3,마이다스제일차 20260313-132-26,,20260313,20260723,,KRW,,5000000000,5000000000,92,A1,,A1,,,,,
74116,마이다스제일차,KRZF0162HTG3,마이다스제일차 20260313-132-27,,20260313,20260723,,KRW,,5000000000,5000000000,92,A1,,A1,,,,,
74116,마이다스제일차,KRZF0162HVG3,마이다스제일차 20260313-132-28,,20260313,20260723,,KRW,,5000000000,5000000000,92,A1,,A1,,,,,
74116,마이다스제일차,KRZF0162HWG3,마이다스제일차 20260313-132-29,,20260313,20260723,,KRW,,5000000000,5000000000,92,A1,,A1,,,,,
74116,마이다스제일차,KRZF0162H3G3,마이다스제일차 20260313-132-3,,20260313,20260723,,KRW,,5000000000,5000000000,92,A1,,A1,,,,,
74116,마이다스제일차,KRZF0162HXG3,마이다스제일차 20260313-132-30,,20260313,20260723,,KRW,,5000000000,5000000000,92,A1,,A1,,,,,
74116,마이다스제일차,KRZF0162HYG3,마이다스제일차 20260313-132-31,,20260313,20260723,,KRW,,5000000000,5000000000,92,A1,,A1,,,,,
74116,마이다스제일차,KRZF0162HZG3,마이다스제일차 20260313-132-32,,20260313,20260723,,KRW,,5000000000,5000000000,92,A1,,A1,,,,,
74116,마이다스제일차,KRZF0162H0GF,마이다스제일차 20260313-132-33,,20260313,20260723,,KRW,,5000000000,5000000000,92,A1,,A1,,,,,
74116,마이다스제일차,KRZF0162H1GF,마이다스제일차 20260313-132-34,,20260313,20260723,,KRW,,5000000000,5000000000,92,A1,,A1,,,,,
74116,마이다스제일차,KRZF0162H2GF,마이다스제일차 20260313-132-35,,20260313,20260723,,KRW,,5000000000,5000000000,92,A1,,A1,,,,,
74116,마이다스제일차,KRZF0162H3GF,마이다스제일차 20260313-132-36,,20260313,20260723,,KRW,,5000000000,5000000000,92,A1,,A1,,,,,
74116,마이다스제일차,KRZF0162H4GF,마이다스제일차 20260313-132-37,,20260313,20260723,,KRW,,5000000000,5000000000,92,A1,,A1,,,,,
74116,마이다스제일차,KRZF0162H5GF,마이다스제일차 20260313-132-38,,20260313,20260723,,KRW,,5000000000,5000000000,92,A1,,A1,,,,,
74116,마이다스제일차,KRZF0162H6GF,마이다스제일차 20260313-132-39,,20260313,20260723,,KRW,,5000000000,5000000000,92,A1,,A1,,,,,
74116,마이다스제일차,KRZF0162H4G3,마이다스제일차 20260313-132-4,,20260313,20260723,,KRW,,5000000000,5000000000,92,A1,,A1,,,,,
74116,마이다스제일차,KRZF0162H7GF,마이다스제일차 20260313-132-40,,20260313,20260723,,KRW,,5000000000,5000000000,92,A1,,A1,,,,,
74116,마이다스제일차,KRZF0162H8GF,마이다스제일차 20260313-132-41,,20260313,20260723,,KRW,,5000000000,5000000000,92,A1,,A1,,,,,
74116,마이다스제일차,KRZF0162H9GF,마이다스제일차 20260313-132-42,,20260313,20260723,,KRW,,5000000000,5000000000,92,A1,,A1,,,,,
74116,마이다스제일차,KRZF0162HAGF,마이다스제일차 20260313-132-43,,20260313,20260723,,KRW,,5000000000,5000000000,92,A1,,A1,,,,,
74116,마이다스제일차,KRZF0162HBGF,마이다스제일차 20260313-132-44,,20260313,20260723,,KRW,,5000000000,5000000000,92,A1,,A1,,,,,
74116,마이다스제일차,KRZF0162HCGF,마이다스제일차 20260313-132-45,,20260313,20260723,,KRW,,5000000000,5000000000,92,A1,,A1,,,,,
74116,마이다스제일차,KRZF0162HDGF,마이다스제일차 20260313-132-46,,20260313,20260723,,KRW,,5000000000,5000000000,92,A1,,A1,,,,,
74116,마이다스제일차,KRZF0162HEGF,마이다스제일차 20260313-132-47,,20260313,20260723,,KRW,,5000000000,5000000000,92,A1,,A1,,,,,
74116,마이다스제일차,KRZF0162HFGF,마이다스제일차 20260313-132-48,,20260313,20260723,,KRW,,5000000000,5000000000,92,A1,,A1,,,,,
74116,마이다스제일차,KRZF0162H5G3,마이다스제일차 20260313-132-5,,20260313,20260723,,KRW,,5000000000,5000000000,92,A1,,A1,,,,,
74116,마이다스제일차,KRZF0162H6G3,마이다스제일차 20260313-132-6,,20260313,20260723,,KRW,,5000000000,5000000000,92,A1,,A1,,,,,
74116,마이다스제일차,KRZF0162H7G3,마이다스제일차 20260313-132-7,,20260313,20260723,,KRW,,5000000000,5000000000,92,A1,,A1,,,,,
74116,마이다스제일차,KRZF0162H8G3,마이다스제일차 20260313-132-8,,20260313,20260723,,KRW,,5000000000,5000000000,92,A1,,A1,,,,,
74116,마이다스제일차,KRZF0162H9G3,마이다스제일차 20260313-132-9,,20260313,20260723,,KRW,,5000000000,5000000000,92,A1,,A1,,,,,
74116,마이다스제일차,KRZF0162HGGF,마이다스제일차 20260313-298-49,,20260313,20270105,,KRW,,386000000,386000000,258,A1,,A1,,,,,
74120,비나리제사차,KRZF0145X1G3,비나리제사차 20260313-201-1,Y,20260313,20260930,PF대출채권,KRW,,42000000,42000000,161,A1,A1,,,하율디앤씨 주식회사,외부 신용보강,일반기업,현대건설
74120,비나리제사차,KRZF0145X1G3,비나리제사차 20260313-201-1,Y,20260313,20260930,PF대출채권,KRW,,42000000,42000000,161,A1,A1,,,하율디앤씨 주식회사,자체 신용보강,자체 신용보강,세금환급(국세및지방세등)
74135,에스포성포,KRZF0051T1G3,에스포성포 20260313-124-1,Y,20260313,20260715,PF대출채권,KRW,,10000000000,10000000000,84,A2,,A2,,화이트코리아(주),외부 신용보강,일반기업,지에스건설
74135,에스포성포,KRZF0051TAG3,에스포성포 20260313-124-10,Y,20260313,20260715,PF대출채권,KRW,,5000000000,5000000000,84,A2,,A2,,화이트코리아(주),외부 신용보강,일반기업,지에스건설
74135,에스포성포,KRZF0051TBG3,에스포성포 20260313-124-11,Y,20260313,20260715,PF대출채권,KRW,,5000000000,5000000000,84,A2,,A2,,화이트코리아(주),외부 신용보강,일반기업,지에스건설
74135,에스포성포,KRZF0051TCG3,에스포성포 20260313-124-12,Y,20260313,20260715,PF대출채권,KRW,,5000000000,5000000000,84,A2,,A2,,화이트코리아(주),외부 신용보강,일반기업,지에스건설
74135,에스포성포,KRZF0051TDG3,에스포성포 20260313-124-13,Y,20260313,20260715,PF대출채권,KRW,,5000000000,5000000000,84,A2,,A2,,화이트코리아(주),외부 신용보강,일반기업,지에스건설
74135,에스포성포,KRZF0051TEG3,에스포성포 20260313-124-14,Y,20260313,20260715,PF대출채권,KRW,,5000000000,5000000000,84,A2,,A2,,화이트코리아(주),외부 신용보강,일반기업,지에스건설
74135,에스포성포,KRZF0051TFG3,에스포성포 20260313-124-15,Y,20260313,20260715,PF대출채권,KRW,,5000000000,5000000000,84,A2,,A2,,화이트코리아(주),외부 신용보강,일반기업,지에스건설
74135,에스포성포,KRZF0051TGG3,에스포성포 20260313-124-16,Y,20260313,20260715,PF대출채권,KRW,,5000000000,5000000000,84,A2,,A2,,화이트코리아(주),외부 신용보강,일반기업,지에스건설
74135,에스포성포,KRZF0051THG3,에스포성포 20260313-124-17,Y,20260313,20260715,PF대출채권,KRW,,5000000000,5000000000,84,A2,,A2,,화이트코리아(주),외부 신용보강,일반기업,지에스건설
74135,에스포성포,KRZF0051TJG3,에스포성포 20260313-124-18,Y,20260313,20260715,PF대출채권,KRW,,5000000000,5000000000,84,A2,,A2,,화이트코리아(주),외부 신용보강,일반기업,지에스건설
