플랜번호,발행인,종목코드,종목명,PF여부,발행일,만기일,기초자산,통화,환율,발행금액,원화환산발행금액,잔존일물,보증,한국신용평가,한국기업평가,NICE신용평가,서울신용평가,실질자금조달자,신용보강 유형,신용보강기관 유형,신용보강기관
62531,그레이이글제일차,KRZS46357011,그레이이글제일차 20260206-66-1(단),Y,20260206,20260413,PF대출채권,KRW,,37000000000,37000000000,32,N,A1,,A1,,마곡컨소시엄제일차(주),외부 신용보강,금융기관,한국투자증권
73298,뉴스타에이케이제일차,KRZS35054039,뉴스타에이케이제일차 20260206-28-1(단),N,20260206,20260306,대출채권,KRW,,55700000000,55700000000,0,N,A2,,A2,,하나은행,외부 신용보강,일반기업,효성중공업
73564,더블유디디비제이차,KRZS45681003,더블유디디비제이차 20260206-7-1(단),N,20260206,20260213,대출채권,KRW,,25000000000,25000000000,0,N,A1,,A1,,케이디비인베스트먼트글로벌헬스케어제일호(주),외부 신용보강,금융기관,디비증권(주)
73694,더프로즌제일차,KRZS0154Y001,더프로즌제일차 20260206-21-1(단),Y,20260206,20260227,PF대출채권,KRW,,33200000000,33200000000,0,N,A1,,A1,,(주)정원주택개발,외부 신용보강,금융기관,현대차증권
73684,데이터스트림,KRZS47194015,데이터스트림 20260206-89-1(단),,20260206,20260506,,KRW,,50000000000,50000000000,55,N,,A2-,A2-,,,,,
73689,드래곤제일차,KRZS0160A001,드래곤제일차 20260206-59-1(단),,20260206,20260406,,KRW,,3000000000,3000000000,25,N,A2,A2,,,,,,
73688,리얼에셋제일차,KRZS0158B001,리얼에셋제일차 20260206-21-1(단),Y,20260206,20260227,PF대출채권,KRW,,38000000000,38000000000,0,N,A1,A1,,,캄스퀘어용인데이터센터피에프브이(주),외부 신용보강,금융기관,한화투자증권
73350,모니모풍동제이차,KRZS46823033,모니모풍동제이차 20260206-28-1(단),Y,20260206,20260306,PF대출채권,KRW,,60000000000,60000000000,0,N,A1,A1,,,(주)와이에스디엔씨,외부 신용보강,금융기관,삼성증권
72475,밀키웨이제오차,KRZS0123K002,밀키웨이제오차 20260206-89-1(단),Y,20260206,20260506,PF대출채권,KRW,,5150000000,5150000000,55,N,A1,,A1,,(유)에이치에스개발,외부 신용보강,금융기관,교보증권
73009,베어에이치제사차,KRZS0147Y009,베어에이치제사차 20260206-6-1(단),N,20260206,20260212,대출채권,KRW,,400000000,400000000,0,N,A1,,A1,,태흥산업(주),외부 신용보강,금융기관,하나증권(주)
73010,베어에이치제오차,KRZS0148A007,베어에이치제오차 20260206-6-1(단),N,20260206,20260212,대출채권,KRW,,14000000000,14000000000,0,N,A1,,A1,,태흥산업(주),외부 신용보강,금융기관,하나증권(주)
71092,블랙호크제일차,KRZS0088F024,블랙호크제일차 20260206-7-1(단),Y,20260206,20260213,PF대출채권,KRW,,5500000000,5500000000,0,N,A1,,A1,,휴먼파크장전 지역주택조합,외부 신용보강,금융기관,한국투자증권
71092,블랙호크제일차,KRZS0088F025,블랙호크제일차 20260206-7-2(단),Y,20260206,20260213,PF대출채권,KRW,,5500000000,5500000000,0,N,A1,,A1,,휴먼파크장전 지역주택조합,외부 신용보강,금융기관,한국투자증권
71454,아이엠인베스트제이차,KRZS0093M005,아이엠인베스트제이차 20260206-52-1(단),Y,20260206,20260330,PF대출채권,KRW,,30000000000,30000000000,18,N,A1,A1,,,에스비씨피에프브이(주),외부 신용보강,금융기관,(주)아이엠증권
60035,알이디권선,KRZS44551016,알이디권선 20260206-45-1(단),Y,20260206,20260323,PF대출채권,KRW,,6200000000,6200000000,11,N,,A1,A1,,윈앤윈종합개발(주),외부 신용보강,금융기관,현대차증권
73683,앨버트로스제이차,KRZS39963015,앨버트로스제이차 20260206-89-1(단),N,20260206,20260506,신용파생,KRW,,30500000000,30500000000,55,N,,A1,A1,,교보생명보험,차환발행위험(유동성 공여형 매입약정),금융기관,아이비케이투자증권
73042,에이치에스봉덕제일차,KRZS49945009,에이치에스봉덕제일차 20260206-38-1(단),Y,20260206,20260316,PF대출채권,KRW,,1200000000,1200000000,4,N,A1,A1,,,(주)코리아시니어레지던스,외부 신용보강,금융기관,삼성증권
73042,에이치에스봉덕제일차,KRZS49945010,에이치에스봉덕제일차 20260206-6-2(단),Y,20260206,20260212,PF대출채권,KRW,,8800000000,8800000000,0,N,A1,A1,,,(주)코리아시니어레지던스,외부 신용보강,금융기관,삼성증권
69605,와이케이슈퍼제일차,KRZS0044L010,와이케이슈퍼제일차 20260206-7-1(단),N,20260206,20260213,대출채권,KRW,,21000000000,21000000000,0,N,,,A1,,슈퍼볼 합자회사,외부 신용보강,금융기관,유안타증권
72464,제이비제삼차,KRZS0126M002,제이비제삼차 20260206-89-1(단),Y,20260206,20260506,PF대출채권,KRW,,20600000000,20600000000,55,N,A1,,A1,,(유)에이치에스개발,외부 신용보강,금융기관,메리츠증권
73697,제이에이스토리제사차,KRZS48965006,제이에이스토리제사차 20260206-83-1(단),N,20260206,20260430,대출채권,KRW,,3900000000,3900000000,49,N,A2-,,A2-,,주식회사 에이치에스도시개발,외부 신용보강,일반기업,케이씨씨건설
73673,제이온올리브,KRZS0083T007,제이온올리브 20260206-73-1(단),N,20260206,20260420,매출채권,KRW,,10000000000,10000000000,39,N,A2+,A2+,,,SK인천석유화학,자체 신용보강,자체 신용보강,SK인천석유화학
73673,제이온올리브,KRZS0083T008,제이온올리브 20260206-73-2(단),N,20260206,20260420,매출채권,KRW,,52800000000,52800000000,39,N,A2+,A2+,,,SK인천석유화학,자체 신용보강,자체 신용보강,SK인천석유화학
70143,지와이디제이차,KRZS0060A022,지와이디제이차 20260206-28-1(단),N,20260206,20260306,수익증권,KRW,,10000000000,10000000000,0,N,A1,,A1,,HDC자산운용,외부 신용보강,금융기관,한화투자증권
70143,지와이디제이차,KRZS0060A023,지와이디제이차 20260206-28-2(단),N,20260206,20260306,수익증권,KRW,,30000000000,30000000000,0,N,A1,,A1,,HDC자산운용,외부 신용보강,금융기관,한화투자증권
70143,지와이디제이차,KRZS0060A024,지와이디제이차 20260206-28-3(단),N,20260206,20260306,수익증권,KRW,,40000000000,40000000000,0,N,A1,,A1,,HDC자산운용,외부 신용보강,금융기관,한화투자증권
71432,카모마일제삼차,KRZS0099B012,카모마일제삼차 20260206-19-1(단),N,20260206,20260225,대출채권,KRW,,6700000000,6700000000,0,N,,A1,A1,,카모마일제이차(주),외부 신용보강,금융기관,(주)아이엠증권
72806,케이아이에스비피아이디씨,KRZS0130Y004,케이아이에스비피아이디씨 20260206-17-1(단),Y,20260206,20260223,PF대출채권,KRW,,7700000000,7700000000,0,N,A1,A1,,,부평아이디씨 투자회사,외부 신용보강,금융기관,한국투자증권
73692,투에스제팔차,KRZS0132Y004,투에스제팔차 20260206-26-1(단),Y,20260206,20260304,PF대출채권,KRW,,29000000000,29000000000,0,N,A1,,A1,,장대비구역재개발정비사업조합,외부 신용보강,일반기업,현대건설
73691,한화프라임제삼차,KRZS0159T001,한화프라임제삼차 20260206-83-1(단),N,20260206,20260430,대출채권,KRW,,67800000000,67800000000,49,N,,,A1,,오션링크제일차(주),외부 신용보강,금융기관,한화투자증권
