플랜번호,발행인,종목코드,종목명,PF여부,발행일,만기일,기초자산,통화,환율,발행금액,원화환산발행금액,잔존일물,보증,한국신용평가,한국기업평가,NICE신용평가,서울신용평가,실질자금조달자,신용보강 유형,신용보강기관 유형,신용보강기관
71296,감마블레오제일차,KRZS0090S002,감마블레오제일차 20260213-89-1(단),N,20260213,20260513,대출채권,KRW,,11100000000,11100000000,62,N,A2-,,A2-,,엠케이청라(주),외부 신용보강,금융기관,다올투자증권(주)
71295,굿랜딩제일차,KRZS0095F002,굿랜딩제일차 20260213-89-1(단),N,20260213,20260513,대출채권,KRW,,3900000000,3900000000,62,N,A2-,,A2-,,비앤비그린(주),외부 신용보강,금융기관,다올투자증권(주)
73771,그레이트하모니제이차,KRZS0138B001,그레이트하모니제이차 20260213-89-1(단),N,20260213,20260513,대출채권,KRW,,10000000000,10000000000,62,N,,A3+,A3+,,(주)제주대동,외부 신용보강,일반기업,(주)대동
72289,글로벌랜드마크제일차,KRZS41069051,글로벌랜드마크제일차 20260213-69-1(단),N,20260213,20260423,수익증권,KRW,,5000000000,5000000000,42,N,A2-,,A2-,,비엔케이자산운용,외부 신용보강,금융기관,다올투자증권(주)
73767,기은센대덕제일차,KRZS39921022,기은센대덕제일차 20260213-89-1(단),,20260213,20260513,,KRW,,18500000000,18500000000,62,N,A2,,A2,,,,,
70406,나이스을지로제일차,KRZS0014Z008,나이스을지로제일차 20260213-28-1(단),Y,20260213,20260313,PF대출채권,KRW,,1340000000,1340000000,1,N,,A1,,,아이비투자을지로(주),외부 신용보강,일반기업,메리츠증권
71323,뉴스타그린테크제일차,KRZS0086Y004,뉴스타그린테크제일차 20260213-6-1(단),N,20260213,20260219,주식,KRW,,200000000000,200000000000,0,N,,A1,A1,,SK이노베이션,차환발행위험(유동성 공여형 매입약정),금융기관,케이비증권
72540,뉴스타에스제이제일차,KRZS0132X002,뉴스타에스제이제일차 20260213-89-1(단),N,20260213,20260513,대출채권,KRW,,30000000000,30000000000,62,N,A1,A1,,,서진시스템,외부 신용보강,금융기관,케이비증권
73564,더블유디디비제이차,KRZS45681004,더블유디디비제이차 20260213-14-2(단),N,20260213,20260227,대출채권,KRW,,25000000000,25000000000,0,N,A1,,A1,,케이디비인베스트먼트글로벌헬스케어제일호(주),외부 신용보강,금융기관,디비증권(주)
71292,더에이치청북제이차,KRZS0095N008,더에이치청북제이차 20260213-7-1(단),N,20260213,20260220,회사채,KRW,,2000000000,2000000000,0,N,,A1,,,서진캠,차환발행위험(유동성 공여형 매입약정),금융기관,현대차증권
73762,디비엠비피제사차,KRZS0058Z018,디비엠비피제사차 20260213-89-1(단),N,20260213,20260513,매출채권,KRW,,17300000000,17300000000,62,N,,A2+,A2+,,녹십자,자체 신용보강,자체 신용보강,녹십자
73685,디비엠비피제팔차,KRZS0112S007,디비엠비피제팔차 20260213-89-1(단),N,20260213,20260513,매출채권,KRW,,8700000000,8700000000,62,N,A2,,A2,,롯데인프라셀(주),외부 신용보강,일반기업,롯데알미늄
71277,디에스울산야음,KRZS0094V011,디에스울산야음 20260213-28-1(단),Y,20260213,20260313,PF대출채권,KRW,,40000000000,40000000000,1,N,A1,A1,,,주식회사유선홀딩스,외부 신용보강,금융기관,대신증권
71277,디에스울산야음,KRZS0094V012,디에스울산야음 20260213-28-2(단),Y,20260213,20260313,PF대출채권,KRW,,20000000000,20000000000,1,N,A1,A1,,,주식회사유선홀딩스,외부 신용보강,금융기관,대신증권
71277,디에스울산야음,KRZS0094V013,디에스울산야음 20260213-28-3(단),Y,20260213,20260313,PF대출채권,KRW,,20000000000,20000000000,1,N,A1,A1,,,주식회사유선홀딩스,외부 신용보강,금융기관,대신증권
73729,디이에프베타제일차,KRZS0022L038,디이에프베타제일차 20260213-89-1(단),N,20260213,20260513,매출채권,KRW,,13200000000,13200000000,62,N,A2+,A2+,,,삼척블루파워,자체 신용보강,자체 신용보강,삼척블루파워
