YYYYMM,issue_share_distress,issue_share_high,issue_share_low,issue_share_mid,issue_share_top,issue_detail_a1,issue_detail_a2,issue_detail_a2+,issue_detail_a2-,issue_detail_a3,issue_detail_a3+,issue_detail_a3-,issue_detail_b+,issue_detail_c,issue_detail_d
202302,0.0,0.0385003055891085,0.0,0.0022371005958096,0.9592625938150818,0.9592625938150818,0.021096220301857,0.0174040852872515,0.0,0.0022329501308823,4.150464927290587e-06,0.0,0.0,0.0,0.0
202303,0.0021046402955426,0.0585118064031457,0.0,0.0153975484021898,0.9239860048991216,0.9239860048991216,0.031583635368443,0.0269120354591035,1.6135575599160143e-05,0.0028538922407558,0.012543656161434,0.0,0.0,0.0021046402955426,0.0
202304,4.4631701590053e-05,0.0343351680332277,0.0,1.6067412572419076e-05,0.9656041328526096,0.9656041328526096,0.0161566759755991,0.0155005899622254,0.0026779020954031,1.1604242413413778e-05,4.463170159005299e-06,0.0,0.0,0.0,4.4631701590053e-05
202305,0.0,0.0369516237571209,0.0,0.0034062019787177,0.9596421742641612,0.9596421742641612,0.0239019492369106,0.01016936188136,0.0028803126388502,0.0020738250999721,0.0013323768787455,0.0,0.0,0.0,0.0
202306,0.0,0.035084202503327,0.0,0.0021648092642088,0.9627509882324642,0.9627509882324642,0.0208349030493857,0.0142492994539412,0.0,0.0007170853681101,0.0014477238960986,0.0,0.0,0.0,0.0
202307,0.0,0.0172601402834368,0.0,0.0024153536505746,0.9803245060659884,0.9803245060659884,0.0073908578053625,0.008980958222622,0.0008883242554522,0.0024109120292973,4.441621277261147e-06,0.0,0.0,0.0,0.0
202308,0.0,0.0204800916533739,0.0,0.007718559528065,0.9718013488185612,0.9718013488185612,0.014516044285045,0.0059640473683288,0.0,0.0032484648535779,0.0044700946744871,0.0,0.0,0.0,0.0
202309,0.0,0.0271660134750785,0.0,0.0012521715036292,0.9715818150212924,0.9715818150212924,0.0062608575181462,0.0135527487540504,0.0073524072028817,0.0011390575466618,0.0,0.0001131139569674,0.0,0.0,0.0
202310,0.0,0.020623530190661,0.0,0.0035981074303552,0.9757783623789836,0.9757783623789836,0.0049508621812632,0.0145336659738311,0.0011390020355667,0.0007680670393171,0.002830040391038,0.0,0.0,0.0,0.0
202311,0.0,0.0219550816736674,0.0,0.0016910183844732,0.9763538999418592,0.9763538999418592,0.0143576039615406,0.0070682779033537,0.000529199808773,6.841966697215123e-06,0.001684176417776,0.0,0.0,0.0,0.0
202312,0.0,0.0151065735624323,0.0,0.0011301871899977,0.98376323924757,0.98376323924757,0.0066049171927871,0.0058080622723319,0.0026935940973133,0.0011301871899977,0.0,0.0,0.0,0.0,0.0
202401,0.0,0.0124233627308925,0.0,0.0020156489927174,0.98556098827639,0.98556098827639,0.0038708313283818,0.0081257583784333,0.0004267730240773,0.0017169078758633,0.0002987411168541,0.0,0.0,0.0,0.0
202402,0.0,0.0314822294886577,0.0,0.0007215859140021,0.96779618459734,0.96779618459734,0.0096971918744947,0.0108875522965721,0.0108974853175908,0.0007215859140021,0.0,0.0,0.0,0.0,0.0
202403,0.0,0.0527827042378171,0.0,0.0027938941156867,0.944423401646496,0.944423401646496,0.033488834977094,0.0192868517771772,7.017483545763815e-06,0.0011003414199757,0.001693552695711,0.0,0.0,0.0,0.0
202404,0.0,0.0245769683145716,0.0,1.0074323137322192e-05,0.975412957362291,0.975412957362291,0.0133813292106605,0.0103196110050135,0.0008760280988975,1.0074323137322192e-05,0.0,0.0,0.0,0.0,0.0
202405,0.0,0.0269201414562631,0.0,0.0008224588915331,0.9722573996522036,0.9722573996522036,0.0109233701963701,0.0158857013832366,0.0001110698766563,0.0008224588915331,0.0,0.0,0.0,0.0,0.0
202406,0.0,0.0794722523832528,0.0,0.0014572241301858,0.9190705234865612,0.9190705234865612,0.0536108938027421,0.0231375600341948,0.0027237985463158,0.0014572241301858,0.0,0.0,0.0,0.0,0.0
202407,0.0,0.0471193214589892,0.0,0.0027653018804041,0.9501153766606066,0.9501153766606066,0.02315337182882,0.0123814644663221,0.011584485163847,0.0027653018804041,0.0,0.0,0.0,0.0,0.0
