YYYYMM,issue_share_distress,issue_share_high,issue_share_low,issue_share_mid,issue_share_top,issue_detail_a1,issue_detail_a2,issue_detail_a2+,issue_detail_a2-,issue_detail_a3,issue_detail_a3+,issue_detail_a3-,issue_detail_b,issue_detail_b+,issue_detail_b-,issue_detail_c,issue_detail_other
202303,0.0,0.1173477213557259,0.00050958711723,0.0074873635134604,0.8746553280135836,0.8746553280135836,0.0515192575519536,0.0531499363270897,0.0126785274766825,0.001987389757197,0.002751770433042,0.0027482033232214,0.0,0.0,0.0,0.0,0.00050958711723
202304,0.0,0.1027541421859569,0.0,0.0072669054055402,0.8899789524085028,0.8899789524085028,0.0334167921874532,0.0446887250745643,0.0246486249239393,0.0042394437849754,0.0015960258955201,0.0014314357250446,0.0,0.0,0.0,0.0,0.0
202305,0.0,0.120096766347399,0.0006573800774393,0.0063437177472899,0.8729021358278716,0.8729021358278716,0.0576851017953049,0.0507497419783196,0.0116619225737744,0.0040100184723801,0.0006245110735674,0.0017091882013423,0.0,0.0,0.0,0.0,0.0006573800774393
202306,0.0,0.094426844327164,0.0006041230187785,0.0050528849290638,0.8999161477249935,0.8999161477249935,0.0258564652037223,0.0595423647308148,0.0090280143926268,0.0012324109583082,0.0034338352387373,0.0003866387320182,0.0001208246037557,0.0,0.0,0.0,0.0004832984150228
202307,0.0,0.0997906898452861,0.001073385408789,0.0147688074200205,0.8843671173259042,0.8843671173259042,0.0476192799535516,0.0387882454539688,0.0133831644377656,0.0086944218111915,0.0057816441337047,0.0002927414751242,9.758049170809772e-05,0.0,0.0,0.0,0.0009758049170809
202308,0.0,0.0943161449111709,0.000274079230824,0.0130078002949092,0.8924019755630958,0.8924019755630958,0.0532261866260298,0.0283781635595217,0.0127117947256192,0.0084854929863124,0.0045223073085967,0.0,0.000274079230824,0.0,0.0,0.0,0.0
202309,0.0,0.0831220270595421,0.0,0.0134495672077341,0.9034284057327238,0.9034284057327238,0.0318964506715529,0.0371405479773208,0.0140850284106683,0.0092542893631198,0.0041952778446143,0.0,0.0,0.0,0.0,0.0,0.0
202310,0.0,0.072399561103485,0.0004590967730087,0.0035809548294685,0.9235603872940376,0.9235603872940376,0.021485728976811,0.0416171224732461,0.0092967096534278,0.0025250322515483,0.0010559225779201,0.0,0.0,0.0,0.0,0.0,0.0004590967730087
202311,0.0,0.0739994276109205,0.000403090901029,0.0009875727075212,0.9246099087805292,0.9246099087805292,0.0233389631695843,0.0385959537735354,0.0120645106678006,0.0004837090812349,0.0005038636262863,0.0,0.0,0.0,0.0,0.0,0.000403090901029
202312,0.0,0.0822430484674151,0.0,0.0061241532894126,0.9116327982431722,0.9116327982431722,0.0275277597352386,0.0414462899384491,0.0132689987937273,0.0045157897992638,0.0016083634901487,0.0,0.0,0.0,0.0,0.0,0.0
202401,0.0,0.1062216495586072,0.000478993729972,0.0065382644141188,0.8867610922973018,0.8867610922973018,0.0429944772022934,0.0562338638987215,0.0069933084575922,0.0040235473317654,0.0023710189633617,0.0001436981189916,0.0,0.0,0.0,0.0,0.000478993729972
202402,0.0,0.1257136224053691,0.0005276320926944,0.0103415890168103,0.8634171564851261,0.8634171564851261,0.0416618300391503,0.0693836201893143,0.0146681721769044,0.0082891001762291,0.0020524888405812,0.0,0.0,0.0,0.0,0.0,0.0005276320926944
202403,0.0,0.1352327601800034,0.0006796717843028,0.0126232590262057,0.851464309009488,0.851464309009488,0.0453297230337478,0.0743089546757582,0.0155940824704973,0.0091920127602896,0.0029379360998898,0.0004933101660262,0.000131549377607,0.0,0.0,0.0,0.0005481224066958
